문제ID,개념이해,난이도,내용,보기1,보기2,보기3,보기4,보기답
CONCEPT_VE_001,개념이해,VERY EASY,1보다 큰 자연수 중에서 1과 자기 자신만을 약수로 가지는 수를 무엇이라고 하는가?,소수,합성수,짝수,홀수,소수
CONCEPT_VE_002,개념이해,VERY EASY,양의 정수와 $0$ 그리고 음의 정수를 통틀어 무엇이라고 하는가?,자연수,정수,유리수,실수,정수
CONCEPT_VE_003,개념이해,VERY EASY,수직선 위에서 어떤 수를 나타내는 점과 원점 사이의 거리를 그 수의 무엇이라고 하는가?,절댓값,역수,교환법칙,결합법칙,절댓값
CONCEPT_VE_004,개념이해,VERY EASY,분모와 분자가 모두 정수이고 분모가 $0$이 아닌 분수 $\\frac{b}{a}$ 꼴로 나타낼 수 있는 수를 무엇이라고 하는가?,무리수,자연수,유리수,순환소수,유리수
CONCEPT_VE_005,개념이해,VERY EASY,미지수의 최고차항의 차수가 $1$인 다항방정식을 무엇이라고 하는가?,일차방정식,이차방정식,항등식,부등식,일차방정식
CONCEPT_VE_006,개념이해,VERY EASY,한 개 이상의 항의 합으로 이루어진 식을 무엇이라고 하는가?,단항식,다항식,방정식,항등식,다항식
CONCEPT_VE_007,개념이해,VERY EASY,어떤 수 $x$를 제곱하여 $a$가 될 때 (즉 $x^2=a$일 때) $x$를 $a$의 무엇이라고 하는가?,제곱근,세제곱근,절댓값,역수,제곱근
CONCEPT_VE_008,개념이해,VERY EASY,유리수가 아닌 수로서 순환하지 않는 무한소수로 나타내어지는 수를 무엇이라고 하는가?,정수,자연수,무리수,유한소수,무리수
CONCEPT_VE_009,개념이해,VERY EASY,좌표평면에서 두 수직선이 점 $O$에서 서로 수직으로 만날 때 가로의 수직선을 무엇이라고 하는가?,$x$축,$y$축,원점,좌표,$x$축
CONCEPT_VE_010,개념이해,VERY EASY,어떤 실험이나 관찰을 여러 번 반복할 때 어떤 사건이 일어날 상대도수가 일정한 값에 가까워지면 이 일정한 값을 그 사건이 일어날 무엇이라고 하는가?,경우의 수,확률,통계,평균,확률
CONCEPT_VE_011,개념이해,VERY EASY,$1$보다 큰 자연수 중에서 소수가 아닌 수 즉 약수가 $3$개 이상인 수를 무엇이라고 하는가?,소수,합성수,자연수,정수,합성수
CONCEPT_VE_012,개념이해,VERY EASY,다각형에서 서로 이웃하지 않는 두 꼭짓점을 이은 선분을 무엇이라고 하는가?,대각선,수직이등분선,각의 이등분선,평행선,대각선
CONCEPT_VE_013,개념이해,VERY EASY,소수점 아래의 $0$이 아닌 숫자가 유한 번 나타나는 소수를 무엇이라고 하는가?,무한소수,순환소수,유한소수,무리수,유한소수
CONCEPT_VE_014,개념이해,VERY EASY,두 개 이상의 방정식을 한 쌍으로 묶어서 나타낸 것을 무엇이라고 하는가?,일차방정식,이차방정식,연립방정식,부정방정식,연립방정식
CONCEPT_VE_015,개념이해,VERY EASY,거듭제곱 $a^n$에서 곱해진 횟수를 나타내는 $n$을 무엇이라고 하는가?,밑,지수,계수,차수,지수
CONCEPT_VE_016,개념이해,VERY EASY,거듭제곱 $a^n$에서 여러 번 곱해지는 수나 문자 $a$를 무엇이라고 하는가?,밑,지수,계수,상수,밑
CONCEPT_VE_017,개념이해,VERY EASY,함수 $y=f(x)$에서 입력된 $x$의 값에 따라 하나씩 정해지는 결과값 $f(x)$를 무엇이라고 하는가?,함숫값,극한값,절댓값,평균값,함숫값
CONCEPT_VE_018,개념이해,VERY EASY,통계에서 점수나 키나 몸무게 등과 같이 자료를 수량으로 나타낸 것을 무엇이라고 하는가?,계급,도수,변량,편차,변량
CONCEPT_VE_019,개념이해,VERY EASY,직선이 원과 오직 한 점에서 만날 때 이 직선을 원의 무엇이라고 하는가?,할선,접선,현,지름,접선
CONCEPT_VE_020,개념이해,VERY EASY,자료의 변량들이 대푯값을 중심으로 흩어져 있는 정도를 하나의 수로 나타낸 값을 무엇이라고 하는가?,대푯값,산포도,편차,분산,산포도
CONCEPT_VE_021,개념이해,VERY EASY,다항식에서 문자를 포함한 항의 그 문자 앞에 곱해진 수를 무엇이라고 하는가?,차수,상수,계수,지수,계수
CONCEPT_VE_022,개념이해,VERY EASY,두 변수 $x$와 $y$에 대하여 $x$의 값이 $2$배 $3$배 $4$배 등으로 변함에 따라 $y$의 값도 $2$배 $3$배 $4$배 등으로 변하는 관계를 무엇이라고 하는가?,정비례,반비례,이차함수,상수함수,정비례
CONCEPT_VE_023,개념이해,VERY EASY,두 변수 $x$와 $y$에 대하여 $x$의 값이 $2$배 $3$배 $4$배 등으로 변함에 따라 $y$의 값은 $\\frac{1}{2}$배 $\\frac{1}{3}$배 $\\frac{1}{4}$배 등으로 변하는 관계를 무엇이라고 하는가?,정비례,반비례,일차함수,이차함수,반비례
CONCEPT_VE_024,개념이해,VERY EASY,두 도형의 모양과 크기가 완전히 같아서 서로 포개었을 때 완벽하게 겹쳐지는 관계를 무엇이라고 하는가?,닮음,합동,대칭,평행,합동
CONCEPT_VE_025,개념이해,VERY EASY,분수의 분모에 근호가 있을 때 분모와 분자에 $0$이 아닌 같은 수를 곱하여 분모를 유리수로 고치는 것을 무엇이라고 하는가?,통분,약분,분모의 유리화,소인수분해,분모의 유리화
CONCEPT_E_001,개념이해,EASY,$1$보다 큰 자연수를 그 수의 소수인 인수들만의 곱으로 나타내는 것을 무엇이라고 하는가?,소인수분해,인수분해,유리화,통분,소인수분해
CONCEPT_E_002,개념이해,EASY,두 수의 덧셈 결과에 어떤 수를 곱한 것은 각각의 수에 그 수를 곱하여 더한 결과와 같다는 성질 즉 $a(b+c)=ab+ac$를 무엇이라고 하는가?,교환법칙,결합법칙,분배법칙,지수법칙,분배법칙
CONCEPT_E_003,개념이해,EASY,순환소수의 소수점 아래에서 일정한 숫자의 배열이 한없이 되풀이되는 한 부분을 무엇이라고 하는가?,순환마디,밑,지수,유효숫자,순환마디
CONCEPT_E_004,개념이해,EASY,부등식의 모든 항을 좌변으로 이항하여 정리한 식이 $ax+b>0$ ($a \neq 0$)과 같이 좌변이 미지수에 대한 일차식으로 나타나는 부등식을 무엇이라고 하는가?,일차방정식,이차방정식,일차부등식,연립부등식,일차부등식
CONCEPT_E_005,개념이해,EASY,방정식이나 부등식을 참이 되게 하는 미지수의 값을 무엇이라고 하는가?,계수,차수,해,상수,해
CONCEPT_E_006,개념이해,EASY,함수의 그래프가 $x$축과 만나는 점의 $x$좌표 즉 $y=0$일 때의 $x$의 값을 무엇이라고 하는가?,$x$절편,$y$절편,기울기,꼭짓점,$x$절편
CONCEPT_E_007,개념이해,EASY,일차함수 $y=ax+b$에서 $x$의 값의 증가량에 대한 $y$의 값의 증가량의 비율인 $a$를 그 그래프의 무엇이라고 하는가?,$x$절편,$y$절편,기울기,상수항,기울기
